Month,Day,Hour,Beam,Diffuse,Plane of Array Irradiance (W/m^2),DC Array Output (W),AC System Output (W),,
6,29,7,110,133,179.129,129.229,121.492,,
6,29,8,390,201,443.257,313.83,301.253,,
6,29,9,535,224,646.4,450.967,433.974,,
6,29,10,605,247,799.299,548.719,528.151,,
6,29,11,117,406,520.989,368.982,354.713,,
6,29,12,590,285,871.777,599.531,576.965,,
6,29,13,653,263,881.584,604.851,582.07,,
6,29,14,624,253,779.817,539.46,519.246,,
6,29,15,568,234,627.318,437.927,421.384,,
6,29,16,474,204,442.087,308.043,295.637,,
6,29,17,220,168,231.117,160.369,151.904,,
6,29,18,21,64,65.873,48.189,42.177,,
6,29,19,0,0,0,0,0,,
6,29,20,0,0,0,0,0,,
6,29,21,0,0,0,0,0,,
6,29,22,0,0,0,0,0,,
6,29,23,0,0,0,0,0,,
6,30,0,0,0,0,0,0,,
6,30,1,0,0,0,0,0,,
6,30,2,0,0,0,0,0,,
6,30,3,0,0,0,0,0,,
6,30,4,0,0,0,0,0,,
6,30,5,0,0,0,0,0,,
6,30,6,0,21,21,15.729,10.339,,
6,30,7,87,130,166.407,120.578,113.037,,
6,30,8,32,198,217.855,159.644,151.197,,
6,30,9,192,326,477.494,341.651,328.234,,
6,30,10,151,391,528.804,376.183,361.684,,
6,30,11,83,405,486.568,347.042,333.46,,
6,30,12,389,408,794.928,551.926,531.235,,
6,30,13,94,422,511.074,363.346,349.255,,
6,30,14,95,406,486.246,347.371,333.778,,
6,30,15,299,337,544.198,385.504,370.706,,
6,30,16,374,238,426.053,298.335,286.213,,
6,30,17,118,175,208.911,148.445,140.264,,
6,30,18,11,63,63.983,47.256,41.263,,
6,30,19,0,0,0,0,0,,
6,30,20,0,0,0,0,0,,
6,30,21,0,0,0,0,0,,
6,30,22,0,0,0,0,0,,
6,30,23,0,0,0,0,0,,
7,1,0,0,0,0,0,0,,
7,1,1,0,0,0,0,0,,
7,1,2,0,0,0,0,0,,
7,1,3,0,0,0,0,0,,
7,1,4,0,0,0,0,0,,
7,1,5,0,0,0,0,0,,
7,1,6,0,19,19,14.243,8.881,,
7,1,7,5,106,108.088,80.029,73.369,,
7,1,8,73,219,264.242,191.446,182.22,,
7,1,9,497,244,635.901,441.778,425.103,,
7,1,10,588,253,789.452,538.603,518.421,,
7,1,11,338,389,721.149,495.091,476.528,,
7,1,12,456,347,800.635,545.229,524.795,,
7,1,13,620,262,849.702,575.105,553.511,,
7,1,14,222,405,592.615,411.897,396.233,,
7,1,15,279,341,534.474,371.328,356.985,,
7,1,16,48,227,251.159,180.575,171.619,,
7,1,17,0,102,102,75.235,68.675,,
7,1,18,0,33,33,24.641,19.084,,
7,1,19,0,0,0,0,0,,
7,1,20,0,0,0,0,0,,
7,1,21,0,0,0,0,0,,
7,1,22,0,0,0,0,0,,
7,1,23,0,0,0,0,0,,
7,2,0,0,0,0,0,0,,
7,2,1,0,0,0,0,0,,
7,2,2,0,0,0,0,0,,
7,2,3,0,0,0,0,0,,
7,2,4,0,0,0,0,0,,
7,2,5,0,0,0,0,0,,
7,2,6,0,16,16,12.004,6.684,,
7,2,7,76,124,155.667,112.74,105.374,,
7,2,8,332,210,415.522,293.292,281.316,,
7,2,9,168,320,452.391,319.783,307.029,,
7,2,10,587,253,788.384,535.609,515.541,,
7,2,11,625,267,881.15,589.388,567.228,,
7,2,12,377,389,764.1,517.57,498.18,,
7,2,13,569,279,818.531,551.606,530.927,,
7,2,14,605,259,770.544,526.273,506.558,,
7,2,15,550,240,621.658,429.601,413.342,,
7,2,16,433,211,429.133,298.069,285.955,,
7,2,17,260,171,245.936,169.125,160.449,,
7,2,18,0,15,15,11.246,5.94,,
7,2,19,0,0,0,0,0,,
7,2,20,0,0,0,0,0,,
7,2,21,0,0,0,0,0,,
7,2,22,0,0,0,0,0,,
7,2,23,0,0,0,0,0,,
7,3,0,0,0,0,0,0,,
7,3,1,0,0,0,0,0,,
7,3,2,0,0,0,0,0,,
7,3,3,0,0,0,0,0,,
7,3,4,0,0,0,0,0,,
7,3,5,0,0,0,0,0,,
7,3,6,0,18,18,13.54,8.191,,
7,3,7,98,130,170.745,123.369,115.765,,
7,3,8,345,207,420.326,297.105,285.018,,
7,3,9,442,274,622.101,434.487,418.062,,
7,3,10,63,343,400.444,286.314,274.539,,
7,3,11,23,280,302.6,218.926,208.996,,
7,3,12,9,276,284.956,206.636,197.024,,
7,3,13,8,295,302.588,219.694,209.744,,
7,3,14,47,404,443.759,317.903,305.205,,
7,3,15,246,339,509.815,361.169,347.147,,
7,3,16,296,260,409.243,288.484,276.647,,
7,3,17,0,110,110,81.485,74.794,,
7,3,18,0,52,52,38.836,33.008,,
7,3,19,0,0,0,0,0,,
7,3,20,0,0,0,0,0,,
7,3,21,0,0,0,0,0,,
7,3,22,0,0,0,0,0,,
7,3,23,0,0,0,0,0,,
7,4,0,0,0,0,0,0,,
7,4,1,0,0,0,0,0,,
7,4,2,0,0,0,0,0,,
7,4,3,0,0,0,0,0,,
7,4,4,0,0,0,0,0,,
7,4,5,0,0,0,0,0,,
7,4,6,0,19,19,14.258,8.896,,
7,4,7,121,131,181.197,130.444,122.68,,
7,4,8,81,227,277.028,201.437,191.958,,
7,4,9,250,329,525.771,373.395,358.986,,
7,4,10,29,348,374.435,268.32,257.054,,
7,4,11,51,373,423.111,301.885,289.66,,
7,4,12,256,400,654.788,455.36,438.213,,
7,4,13,576,272,818.514,562.457,541.358,,
7,4,14,606,259,771.87,531.791,511.867,,
7,4,15,208,334,478.516,337.302,324.019,,
7,4,16,26,233,246.119,178.75,169.839,,
7,4,17,18,159,164.2,120.323,112.788,,
7,4,18,0,55,55,41.072,35.2,,
7,4,19,0,0,0,0,0,,
7,4,20,0,0,0,0,0,,
7,4,21,0,0,0,0,0,,
7,4,22,0,0,0,0,0,,
7,4,23,0,0,0,0,0,,
7,5,0,0,0,0,0,0,,
7,5,1,0,0,0,0,0,,
7,5,2,0,0,0,0,0,,
7,5,3,0,0,0,0,0,,
7,5,4,0,0,0,0,0,,
7,5,5,0,0,0,0,0,,
7,5,6,0,17,17,12.776,7.442,,
7,5,7,0,80,80,59.695,53.454,,
7,5,8,3,162,163.851,120.996,113.446,,
7,5,9,176,318,456.444,325.747,312.814,,
7,5,10,27,281,305.606,221.109,211.122,,
7,5,11,372,333,698.507,485.363,467.152,,
7,5,12,224,432,654.975,458.544,441.286,,
7,5,13,491,316,782.01,540.689,520.428,,
7,5,14,302,395,650.702,455.017,437.883,,
7,5,15,97,334,401.433,287.826,276.008,,
7,5,16,328,253,418.624,295.034,283.008,,
7,5,17,53,158,173.324,125.586,117.933,,
7,5,18,0,42,42,31.408,25.723,,
7,5,19,0,0,0,0,0,,
7,5,20,0,0,0,0,0,,
7,5,21,0,0,0,0,0,,
7,5,22,0,0,0,0,0,,
7,5,23,0,0,0,0,0,,
7,6,0,0,0,0,0,0,,
7,6,1,0,0,0,0,0,,
7,6,2,0,0,0,0,0,,
7,6,3,0,0,0,0,0,,
7,6,4,0,0,0,0,0,,
7,6,5,0,0,0,0,0,,
7,6,6,0,9,9,6.757,1.532,,
7,6,7,0,90,90,67.076,60.684,,
7,6,8,0,102,102,75.85,69.277,,
7,6,9,8,217,223.289,164.172,155.616,,
7,6,10,29,348,374.422,271.29,259.941,,
7,6,11,3,170,172.948,127.459,119.763,,
7,6,12,8,294,301.965,220.501,210.529,,
7,6,13,119,379,491.978,353.606,339.82,,
7,6,14,13,223,234.012,171.516,162.783,,
7,6,15,241,328,495.63,355.031,341.2,,
7,6,16,50,228,253.264,184.352,175.303,,
7,6,17,160,195,241.294,170.72,162.006,,
7,6,18,0,14,14,10.485,5.192,,
7,6,19,0,0,0,0,0,,
7,6,20,0,0,0,0,0,,
7,6,21,0,0,0,0,0,,
7,6,22,0,0,0,0,0,,
7,6,23,0,0,0,0,0,,
7,7,0,0,0,0,0,0,,
7,7,1,0,0,0,0,0,,
7,7,2,0,0,0,0,0,,
7,7,3,0,0,0,0,0,,
7,7,4,0,0,0,0,0,,
7,7,5,0,0,0,0,0,,
7,7,6,0,10,10,7.517,2.278,,
7,7,7,2,102,102.824,76.494,69.907,,
7,7,8,19,196,207.695,152.585,144.306,,
7,7,9,0,144,144,106.348,99.124,,
7,7,10,25,332,354.772,256.681,245.738,,
7,7,11,17,359,375.703,270.8,259.465,,
7,7,12,22,341,362.906,261.995,250.905,,
7,7,13,53,387,437.333,314.943,302.333,,
7,7,14,5,157,161.237,118.931,111.427,,
7,7,15,40,288,315.836,230.266,220.037,,
7,7,16,0,113,113,83.907,77.165,,
7,7,17,0,90,90,67.07,60.678,,
7,7,18,0,14,14,10.503,5.21,,
7,7,19,0,0,0,0,0,,
7,7,20,0,0,0,0,0,,
7,7,21,0,0,0,0,0,,
7,7,22,0,0,0,0,0,,
7,7,23,0,0,0,0,0,,
7,8,0,0,0,0,0,0,,
7,8,1,0,0,0,0,0,,
7,8,2,0,0,0,0,0,,
7,8,3,0,0,0,0,0,,
7,8,4,0,0,0,0,0,,
7,8,5,0,0,0,0,0,,
7,8,6,0,12,12,9.024,3.759,,
7,8,7,0,95,95,70.821,64.352,,
7,8,8,2,157,158.23,116.947,109.487,,
7,8,9,0,104,104,77.085,70.486,,
7,8,10,34,357,387.963,279.603,268.019,,
7,8,11,32,425,456.441,325.744,312.811,,
7,8,12,57,445,501.767,356.118,342.254,,
7,8,13,189,432,611.541,431.798,415.464,,
7,8,14,515,297,733.583,511.509,492.344,,
7,8,15,552,240,624.317,436.692,420.191,,
7,8,16,404,228,432.342,301.691,289.471,,
7,8,17,81,166,189.458,135.836,127.948,,
7,8,18,0,25,25,18.69,13.245,,
7,8,19,0,0,0,0,0,,
7,8,20,0,0,0,0,0,,
7,8,21,0,0,0,0,0,,
7,8,22,0,0,0,0,0,,
7,8,23,0,0,0,0,0,,
7,9,0,0,0,0,0,0,,
7,9,1,0,0,0,0,0,,
7,9,2,0,0,0,0,0,,
7,9,3,0,0,0,0,0,,
7,9,4,0,0,0,0,0,,
7,9,5,0,0,0,0,0,,
7,9,6,0,13,13,9.758,4.479,,
7,9,7,0,33,33,24.698,19.141,,
7,9,8,8,168,172.913,127.466,119.77,,
7,9,9,243,315,505.714,359.836,345.855,,
7,9,10,314,364,649.889,452.225,435.188,,
7,9,11,388,369,750.219,515.771,496.447,,
7,9,12,572,279,848.753,581.744,559.888,,
7,9,13,279,407,672.112,468.7,451.084,,
7,9,14,114,411,507.677,360.484,346.483,,
7,9,15,81,339,395.418,284.106,272.394,,
7,9,16,128,274,338.768,243.153,232.579,,
7,9,17,73,169,190.145,136.986,129.072,,
7,9,18,0,32,32,23.938,18.395,,
7,9,19,0,0,0,0,0,,
7,9,20,0,0,0,0,0,,
7,9,21,0,0,0,0,0,,
7,9,22,0,0,0,0,0,,
7,9,23,0,0,0,0,0,,
7,10,0,0,0,0,0,0,,
7,10,1,0,0,0,0,0,,
7,10,2,0,0,0,0,0,,
7,10,3,0,0,0,0,0,,
7,10,4,0,0,0,0,0,,
7,10,5,0,0,0,0,0,,
7,10,6,0,16,16,12.031,6.71,,
7,10,7,90,126,162.841,117.903,110.422,,
7,10,8,288,205,381.693,272.092,260.72,,
7,10,9,214,330,497.864,352.64,338.884,,
7,10,10,148,378,512.722,362.244,348.188,,
7,10,11,17,272,288.703,208.567,198.905,,
7,10,12,116,387,502.563,355.605,341.757,,
7,10,13,15,235,249.257,180.794,171.833,,
7,10,14,88,403,477.654,340.57,327.186,,
7,10,15,47,346,378.748,272.171,260.797,,
7,10,16,199,265,365.726,260.162,249.122,,
7,10,17,34,163,172.849,125.864,118.204,,
7,10,18,0,39,39,29.137,23.495,,
7,10,19,0,0,0,0,0,,
7,10,20,0,0,0,0,0,,
7,10,21,0,0,0,0,0,,
7,10,22,0,0,0,0,0,,
7,10,23,0,0,0,0,0,,
7,11,0,0,0,0,0,0,,
7,11,1,0,0,0,0,0,,
7,11,2,0,0,0,0,0,,
7,11,3,0,0,0,0,0,,
7,11,4,0,0,0,0,0,,
7,11,5,0,0,0,0,0,,
7,11,6,0,6,6,4.509,0,,
7,11,7,0,33,33,24.702,19.145,,
7,11,8,0,142,142,104.934,97.74,,
7,11,9,122,322,417.648,298.714,286.581,,
7,11,10,234,379,591.964,414.548,398.796,,
7,11,11,523,288,801.873,552.509,531.796,,
7,11,12,610,277,884.802,603.506,580.779,,
7,11,13,369,407,757.82,523.011,503.417,,
7,11,14,33,272,300.004,216.806,206.931,,
7,11,15,86,342,401.942,288.527,276.688,,
7,11,16,24,233,245.151,178.586,169.679,,
7,11,17,0,57,57,42.478,36.579,,
7,11,18,0,29,29,21.718,16.216,,
7,11,19,0,0,0,0,0,,
7,11,20,0,0,0,0,0,,
7,11,21,0,0,0,0,0,,
7,11,22,0,0,0,0,0,,
7,11,23,0,0,0,0,0,,
7,12,0,0,0,0,0,0,,
7,12,1,0,0,0,0,0,,
7,12,2,0,0,0,0,0,,
7,12,3,0,0,0,0,0,,
7,12,4,0,0,0,0,0,,
7,12,5,0,0,0,0,0,,
7,12,6,0,13,13,9.766,4.487,,
7,12,7,0,95,95,70.828,64.359,,
7,12,8,30,225,243.366,178.651,169.742,,
7,12,9,68,322,375.284,272.219,260.843,,
7,12,10,92,382,465.714,334.816,321.609,,
7,12,11,163,422,582.159,413.943,398.211,,
7,12,12,594,276,867.955,605.346,582.544,,
7,12,13,533,294,800.868,560.82,539.785,,
7,12,14,606,260,774.41,542.97,522.622,,
7,12,15,121,341,425.361,306.657,294.292,,
7,12,16,443,217,441.314,309.881,297.421,,
7,12,17,274,165,244.328,168.255,159.601,,
7,12,18,30,66,68.698,50.038,43.99,,
7,12,19,0,0,0,0,0,,
7,12,20,0,0,0,0,0,,
7,12,21,0,0,0,0,0,,
7,12,22,0,0,0,0,0,,
7,12,23,0,0,0,0,0,,
7,13,0,0,0,0,0,0,,
7,13,1,0,0,0,0,0,,
7,13,2,0,0,0,0,0,,
7,13,3,0,0,0,0,0,,
7,13,4,0,0,0,0,0,,
7,13,5,0,0,0,0,0,,
7,13,6,0,6,6,4.514,0,,
7,13,7,15,116,122.099,90.366,83.487,,
7,13,8,78,224,271.701,197.928,188.538,,
7,13,9,13,239,249.182,182.232,173.235,,
7,13,10,35,360,391.842,282.527,270.86,,
7,13,11,239,409,643.839,452.103,435.07,,
7,13,12,581,278,857.091,587.988,565.884,,
7,13,13,634,270,873.06,596.726,574.272,,
7,13,14,104,348,436.305,311.202,298.703,,
7,13,15,35,327,351.407,253.724,242.862,,
7,13,16,34,246,263.217,191.568,182.338,,
7,13,17,0,91,91,67.675,61.271,,
7,13,18,0,27,27,20.234,14.76,,
7,13,19,0,0,0,0,0,,
7,13,20,0,0,0,0,0,,
7,13,21,0,0,0,0,0,,
7,13,22,0,0,0,0,0,,
7,13,23,0,0,0,0,0,,
7,14,0,0,0,0,0,0,,
7,14,1,0,0,0,0,0,,
7,14,2,0,0,0,0,0,,
7,14,3,0,0,0,0,0,,
7,14,4,0,0,0,0,0,,
7,14,5,0,0,0,0,0,,
7,14,6,0,10,10,7.515,2.277,,
7,14,7,0,51,51,38.153,32.338,,
7,14,8,0,91,91,67.736,61.331,,
7,14,9,0,103,103,76.466,69.88,,
7,14,10,54,388,437.119,313.958,301.377,,
7,14,11,73,397,468.731,334.615,321.413,,
7,14,12,7,233,239.978,175.024,166.205,,
7,14,13,3,161,163.854,120.618,113.076,,
7,14,14,0,139,139,102.67,95.525,,
7,14,15,0,117,117,86.646,79.846,,
7,14,16,7,190,193.545,142.33,134.292,,
7,14,17,0,49,49,36.577,30.793,,
7,14,18,0,50,50,37.392,31.592,,
7,14,19,0,0,0,0,0,,
7,14,20,0,0,0,0,0,,
7,14,21,0,0,0,0,0,,
7,14,22,0,0,0,0,0,,
7,14,23,0,0,0,0,0,,
7,15,0,0,0,0,0,0,,
7,15,1,0,0,0,0,0,,
7,15,2,0,0,0,0,0,,
7,15,3,0,0,0,0,0,,
7,15,4,0,0,0,0,0,,
7,15,5,0,0,0,0,0,,
7,15,6,0,13,13,9.759,4.48,,
7,15,7,3,102,103.214,76.615,70.026,,
7,15,8,7,181,185.272,136.112,128.218,,
7,15,9,15,263,274.737,199.541,190.11,,
7,15,10,86,376,454.214,323.053,310.201,,
7,15,11,179,425,600.894,419.746,403.82,,
7,15,12,80,467,546.761,383.607,368.87,,
7,15,13,104,431,529.968,372.929,358.534,,
7,15,14,77,421,486.409,344.156,330.663,,
7,15,15,136,353,447.87,317.928,305.229,,
7,15,16,40,252,272.252,196.989,187.623,,
7,15,17,0,122,122,90.242,83.365,,
7,15,18,0,15,15,11.243,5.937,,
7,15,19,0,0,0,0,0,,
7,15,20,0,0,0,0,0,,
7,15,21,0,0,0,0,0,,
7,15,22,0,0,0,0,0,,
7,15,23,0,0,0,0,0,,
7,16,0,0,0,0,0,0,,
7,16,1,0,0,0,0,0,,
7,16,2,0,0,0,0,0,,
7,16,3,0,0,0,0,0,,
7,16,4,0,0,0,0,0,,
7,16,5,0,0,0,0,0,,
7,16,6,0,11,11,8.271,3.02,,
7,16,7,0,81,81,60.468,54.211,,
7,16,8,3,163,164.829,121.91,114.339,,
7,16,9,0,116,116,86.055,79.268,,
7,16,10,6,227,232.456,170.413,161.707,,
7,16,11,1,161,161.983,119.348,111.835,,
7,16,12,1,159,159.997,117.98,110.498,,
7,16,13,4,252,255.807,187.337,178.214,,
7,16,14,2,199,200.699,147.68,139.517,,
7,16,15,0,127,127,94.149,87.189,,
7,16,16,0,117,117,86.965,80.158,,
7,16,17,12,140,143.462,106.026,98.808,,
7,16,18,0,14,14,10.511,5.218,,
7,16,19,0,0,0,0,0,,
7,16,20,0,0,0,0,0,,
7,16,21,0,0,0,0,0,,
7,16,22,0,0,0,0,0,,
7,16,23,0,0,0,0,0,,
7,17,0,0,0,0,0,0,,
7,17,1,0,0,0,0,0,,
7,17,2,0,0,0,0,0,,
7,17,3,0,0,0,0,0,,
7,17,4,0,0,0,0,0,,
7,17,5,0,0,0,0,0,,
7,17,6,0,5,5,3.764,0,,
7,17,7,0,32,32,24.008,18.464,,
7,17,8,0,66,66,49.305,43.271,,
7,17,9,0,108,108,80.259,73.594,,
7,17,10,1,156,156.909,116.013,108.575,,
7,17,11,13,214,226.775,166.45,157.84,,
7,17,12,168,424,591.546,420.244,404.301,,
7,17,13,75,411,482.397,345.083,331.561,,
7,17,14,22,271,289.695,210.895,201.174,,
7,17,15,1,157,157.698,116.35,108.904,,
7,17,16,0,92,92,68.336,61.919,,
7,17,17,0,49,49,36.588,30.803,,
7,17,18,0,14,14,10.496,5.204,,
7,17,19,0,0,0,0,0,,
7,17,20,0,0,0,0,0,,
7,17,21,0,0,0,0,0,,
7,17,22,0,0,0,0,0,,
7,17,23,0,0,0,0,0,,
7,18,0,0,0,0,0,0,,
7,18,1,0,0,0,0,0,,
7,18,2,0,0,0,0,0,,
7,18,3,0,0,0,0,0,,
7,18,4,0,0,0,0,0,,
7,18,5,0,0,0,0,0,,
7,18,6,0,11,11,8.248,2.996,,
7,18,7,58,115,138.325,100.534,93.437,,
7,18,8,325,205,402.749,285.036,273.298,,
7,18,9,329,292,549.077,384.919,370.14,,
7,18,10,581,257,785.166,536.575,516.47,,
7,18,11,359,379,731.807,501.921,483.108,,
7,18,12,569,327,894.534,608.913,585.967,,
7,18,13,109,361,464.78,329.718,316.665,,
7,18,14,573,285,771.963,533.017,513.047,,
7,18,15,281,343,539.027,376.745,362.229,,
7,18,16,423,225,438.955,304.724,292.416,,
7,18,17,141,170,210.565,148.263,140.086,,
7,18,18,0,40,40,29.855,24.2,,
7,18,19,0,0,0,0,0,,
7,18,20,0,0,0,0,0,,
7,18,21,0,0,0,0,0,,
7,18,22,0,0,0,0,0,,
7,18,23,0,0,0,0,0,,
7,19,0,0,0,0,0,0,,
7,19,1,0,0,0,0,0,,
7,19,2,0,0,0,0,0,,
7,19,3,0,0,0,0,0,,
7,19,4,0,0,0,0,0,,
7,19,5,0,0,0,0,0,,
7,19,6,0,11,11,8.249,2.997,,
7,19,7,142,120,176.983,126.14,118.474,,
7,19,8,28,204,221.02,161.208,152.723,,
7,19,9,31,305,329.213,237.389,226.97,,
7,19,10,148,388,522.524,368.427,354.176,,
7,19,11,450,336,778.252,532.855,512.892,,
7,19,12,412,376,786.988,536.934,516.816,,
7,19,13,565,320,858.019,581.175,559.342,,
7,19,14,142,385,505.688,355.506,341.661,,
7,19,15,406,306,589.201,410.007,394.406,,
7,19,16,443,217,440.953,305.36,293.033,,
7,19,17,38,165,175.913,127.383,119.688,,
7,19,18,0,57,57,42.402,36.504,,
7,19,19,0,0,0,0,0,,
7,19,20,0,0,0,0,0,,
7,19,21,0,0,0,0,0,,
7,19,22,0,0,0,0,0,,
7,19,23,0,0,0,0,0,,
7,20,0,0,0,0,0,0,,
7,20,1,0,0,0,0,0,,
7,20,2,0,0,0,0,0,,
7,20,3,0,0,0,0,0,,
7,20,4,0,0,0,0,0,,
7,20,5,0,0,0,0,0,,
7,20,6,0,10,10,7.507,2.269,,
7,20,7,126,119,169.454,121.36,113.801,,
7,20,8,26,187,202.79,148.494,140.312,,
7,20,9,458,265,622.575,434.839,418.401,,
7,20,10,254,372,602.842,421.166,405.192,,
7,20,11,325,382,701.415,484.986,466.789,,
7,20,12,598,276,872.597,596.836,574.378,,
7,20,13,637,271,877.652,599.023,576.477,,
7,20,14,609,261,778.621,536.033,515.949,,
7,20,15,554,241,627.375,436.412,419.921,,
7,20,16,202,265,367.054,260.761,249.705,,
7,20,17,227,174,239.061,165.412,156.827,,
7,20,18,0,35,35,26.151,20.566,,
7,20,19,0,0,0,0,0,,
7,20,20,0,0,0,0,0,,
7,20,21,0,0,0,0,0,,
7,20,22,0,0,0,0,0,,
7,20,23,0,0,0,0,0,,
7,21,0,0,0,0,0,0,,
7,21,1,0,0,0,0,0,,
7,21,2,0,0,0,0,0,,
7,21,3,0,0,0,0,0,,
7,21,4,0,0,0,0,0,,
7,21,5,0,0,0,0,0,,
7,21,6,0,8,8,6.001,0.791,,
7,21,7,0,80,80,59.541,53.303,,
7,21,8,0,99,99,73.412,66.89,,
7,21,9,11,233,241.585,176.228,167.379,,
7,21,10,20,329,347.174,249.978,239.219,,
7,21,11,7,266,272.88,197.834,188.447,,
7,21,12,56,400,455.874,324.523,311.626,,
7,21,13,108,380,482.864,342.383,328.945,,
7,21,14,529,298,747.627,514.949,495.657,,
7,21,15,382,308,574.359,400.498,385.211,,
7,21,16,309,241,396.998,278.674,267.116,,
7,21,17,244,167,236.779,163.115,154.585,,
7,21,18,0,47,47,35.089,29.333,,
7,21,19,0,0,0,0,0,,
7,21,20,0,0,0,0,0,,
7,21,21,0,0,0,0,0,,
7,21,22,0,0,0,0,0,,
7,21,23,0,0,0,0,0,,
7,22,0,0,0,0,0,0,,
7,22,1,0,0,0,0,0,,
7,22,2,0,0,0,0,0,,
7,22,3,0,0,0,0,0,,
7,22,4,0,0,0,0,0,,
7,22,5,0,0,0,0,0,,
7,22,6,2,10,10.345,7.679,2.438,,
7,22,7,101,130,170.273,122.807,115.216,,
7,22,8,108,226,291.467,210.954,201.231,,
7,22,9,512,227,626.418,435.218,418.767,,
7,22,10,508,277,738.575,505.998,487.036,,
7,22,11,626,250,865.28,583.409,561.487,,
7,22,12,230,411,640.503,442.603,425.899,,
7,22,13,637,271,877.753,591.314,569.077,,
7,22,14,610,261,779.456,533.577,513.586,,
7,22,15,554,241,627.18,434.213,417.797,,
7,22,16,460,209,441.034,305.881,293.538,,
7,22,17,174,176,225.639,157.93,149.524,,
7,22,18,44,67,70.836,51.06,44.991,,
7,22,19,0,0,0,0,0,,
7,22,20,0,0,0,0,0,,
7,22,21,0,0,0,0,0,,
7,22,22,0,0,0,0,0,,
7,22,23,0,0,0,0,0,,
7,23,0,0,0,0,0,0,,
7,23,1,0,0,0,0,0,,
7,23,2,0,0,0,0,0,,
7,23,3,0,0,0,0,0,,
7,23,4,0,0,0,0,0,,
7,23,5,0,0,0,0,0,,
7,23,6,0,9,9,6.749,1.524,,
7,23,7,98,122,160.995,116.173,108.73,,
7,23,8,31,223,241.774,176.57,167.713,,
7,23,9,55,312,354.89,256.371,245.437,,
7,23,10,429,328,717.751,499.851,481.114,,
7,23,11,338,373,705.22,490.397,472.004,,
7,23,12,642,273,913.662,622.432,598.933,,
7,23,13,321,428,733.772,511.944,492.763,,
7,23,14,16,265,278.598,202.539,193.032,,
7,23,15,145,342,443.041,316.501,303.845,,
7,23,16,407,237,442.103,308.906,296.475,,
7,23,17,29,160,168.251,122.619,115.033,,
7,23,18,4,57,57.304,42.562,36.661,,
7,23,19,0,0,0,0,0,,
7,23,20,0,0,0,0,0,,
7,23,21,0,0,0,0,0,,
7,23,22,0,0,0,0,0,,
7,23,23,0,0,0,0,0,,
7,24,0,0,0,0,0,0,,
7,24,1,0,0,0,0,0,,
7,24,2,0,0,0,0,0,,
7,24,3,0,0,0,0,0,,
7,24,4,0,0,0,0,0,,
7,24,5,0,0,0,0,0,,
7,24,6,0,6,6,4.504,0,,
7,24,7,0,59,59,44.056,38.125,,
7,24,8,30,205,223.153,163.779,155.233,,
7,24,9,16,268,280.472,204.796,195.232,,
7,24,10,49,383,427.512,307.905,295.503,,
7,24,11,44,309,352.249,255.055,244.157,,
7,24,12,343,426,768.306,536.575,516.47,,
7,24,13,347,385,715.546,500.84,482.067,,
7,24,14,140,402,520.967,372.692,358.305,,
7,24,15,280,333,528.032,376.727,362.212,,
7,24,16,245,265,388.334,276.993,265.483,,
7,24,17,248,171,241.357,167.24,158.61,,
7,24,18,0,28,27.993,20.946,15.459,,
7,24,19,0,0,0,0,0,,
7,24,20,0,0,0,0,0,,
7,24,21,0,0,0,0,0,,
7,24,22,0,0,0,0,0,,
7,24,23,0,0,0,0,0,,
7,25,0,0,0,0,0,0,,
7,25,1,0,0,0,0,0,,
7,25,2,0,0,0,0,0,,
7,25,3,0,0,0,0,0,,
7,25,4,0,0,0,0,0,,
7,25,5,0,0,0,0,0,,
7,25,6,0,8,8,6.016,0.805,,
7,25,7,0,75,75,56.07,49.901,,
7,25,8,60,213,249.274,182.94,173.926,,
7,25,9,139,320,428.316,310.059,297.594,,
7,25,10,26,281,304.616,222.676,212.648,,
7,25,11,3,204,206.949,152.564,144.285,,
7,25,12,3,186,188.994,139.657,131.681,,
7,25,13,5,293,297.763,218.283,208.37,,
7,25,14,16,285,298.594,218.834,208.906,,
7,25,15,7,196,200.873,148.395,140.214,,
7,25,16,176,257,345.494,249.223,238.484,,
7,25,17,0,73,73,54.504,48.367,,
7,25,18,0,52,51.887,38.862,33.033,,
7,25,19,0,0,0,0,0,,
7,25,20,0,0,0,0,0,,
7,25,21,0,0,0,0,0,,
7,25,22,0,0,0,0,0,,
7,25,23,0,0,0,0,0,,
7,26,0,0,0,0,0,0,,
7,26,1,0,0,0,0,0,,
7,26,2,0,0,0,0,0,,
7,26,3,0,0,0,0,0,,
7,26,4,0,0,0,0,0,,
7,26,5,0,0,0,0,0,,
7,26,6,1,8,8.168,6.093,0.881,,
7,26,7,144,118,174.95,125.286,117.639,,
7,26,8,21,194,206.685,152.109,143.841,,
7,26,9,102,311,390.456,282.472,270.806,,
7,26,10,585,252,783.309,546.377,525.899,,
7,26,11,500,324,815.472,565.735,544.508,,
7,26,12,77,372,448.85,322.769,309.925,,
7,26,13,279,409,674.76,477.661,459.726,,
7,26,14,245,386,594.117,422.733,406.706,,
7,26,15,202,353,493.556,353.464,339.683,,
7,26,16,133,273,339.787,245.079,234.453,,
7,26,17,36,162,172.147,125.832,118.173,,
7,26,18,0,32,31.968,23.928,18.385,,
7,26,19,0,0,0,0,0,,
7,26,20,0,0,0,0,0,,
7,26,21,0,0,0,0,0,,
